,歌詞
0,そう確かに何でも持っているこの世はおよそわたしのもの　じゃあ如何してこんな欲を抱く必要があるのよ？封じていたわ色仕掛など最終任務(FINAL MISSION)喰らえHONEYTRAP本当か嘘かも知れぬDIAM.を吐いて奪うわあなたのハートを搦め捕り根こそぎ頂戴するわSHAZAMそう最初はフェイクでいいのよ最後にモノホンにしてしまえば従来の青臭い欲を凌ぐ性急な思いきっとこれは命懸けなの最終手段(FINAL SECTION)当たれSWEETSPOT外せば明日をも知れぬこの身体を代償に狙うわあなたのハートを突止めて一撃お見舞いするわSHAZAM箒や呪文などもう使わないのよさあ此処からは止どめ！ご覚悟251ならばちょっとひと捻りDIAM. へ変えて攫うわあなたのハートを鷲掴み高飛びするわ＋2何処へ飛んで行くべきかもわたしには判っているの貰うわあなたのハートを遣り込めて時めきお見舞いするわSHAZAM
0,好きな人や物が多過ぎて　見放されてしまいそうだ虚勢を張る気は無いのだけれど取分け怖いこと等ない此の河は絶えず流れゆき一つでも浮かべてはならない花などが在るだろうか無い筈だ僕を認めてよ明日　くたばるかも知れないだから今すぐ振り絞る只　伝わるものならば　僕に後悔はない何時も身体を冷やし続けて無言の季節に立ち竦む浴びせる罵倒に耳を澄まし　数字ばかりの世に埋まる上手いこと橋を渡れども行く先の似た様な途(みち)を　未だ走り続けている其れだけの僕を許してよ逢いたい人に逢うこともないだから手の中の全てを選べない　日の出よりも先に　僕が空に投げよう吐く息が熱くなってゆく
0,終にやって参りました勝負の時天気は微笑み役者が揃う唯一足りて居ない物はそう体調(CONDITION)仕様がないだろう?現状を直視しないとしかし堪え難い「こんなもんぢゃありません」「本当はずっとスゴいんです」なんて言訳しそうになった刹那相手の微笑み役者が違うしかし優れたい「今後、摂生いたします」「どうぞ完全をください」不養生をちゃらにして!振り返れば人生晴天乱気流何でもない日は元気なんだよいいけどIt is a mysteryI want a good storyNow I'm in miseryI like big historiesIt's not a mysteryIt's a selfish storyBut I'm in miseryGive me a perfect...つらい帰りたいこんな重要なときに限って今日に限って(わたしに限って)レンジでチンして都合のいい身体を
0,あなたはいつもそうやって丸い四角を選ぶあたしも特に気にせず　三角をのせてしまう嗚呼　しくじった　しくじった　まただわYOU KNOW HOW MUCH I CARE IT.嗚呼　やられたり　やられたり　ようやく愛妻　某ジャクソン夫人あなたはいつもそうやって長い間悩んであたしを上手く丸める全くの積木くろうと嗚呼　しくじった　しくじった　まただわYOU KNOW HOW MUCH I LOVE IT.嗚呼　くやしけり　くやしけり　ようやく友好　傍若孫婦人ののしるなんぢ飽かずやあらむ輒(すなは)ち　お相手つかまつりませうI REALLY REALLY DO
0,頬を刺す朝の山手通り煙草の空き箱を捨てる今日もまた足の踏み場は無い小部屋が孤独を甘やかす「不穏な悲鳴を愛さないで未来等　見ないで確信出来る　現在(いま)だけ　重ねてあたしの名前をちゃんと呼んで身体を触って必要なのは　是だけ　認めて」愛している－独り泣き喚いて夜道を弄れど虚しい改札の安蛍光燈は貴方の影すら落さない歪んだ無常の遠き日もセヴンスターの香り味わう如く季節を呼び起こすあたしが望んだこと自体矛盾を優に超えて一番愛しいあなたの声迄掠れさせて居たのだろう静寂を破るドイツ車とパトカーサイレン　爆音現実界　或る浮遊「不穏な悲鳴を愛さないで未来等 見ないで確信出来る現在だけ重ねてあたしの名前をちゃんと呼んで身体を触って必要なのは是だけ認めて」「不穏な悲鳴を愛さないで確信出来る 現在だけ 重ねてあたしの名前をちゃんと呼んで身体を触って必要なのは是だけ認めて」頬を刺す朝の山手通り煙草の空き箱を捨てる今日もまた足の踏み場は無い小部屋が孤独を甘やかす
0,同じ夢で目覚めた。なぜ今また昔の男など現れる。眉や目でさえ憶えていない相手じゃ遥か朧の月。曖昧模糊。そんな顔を見て過ごしていた、妙な場面。夢は十中八九晴れ模様清々しく。精々願望を映し出しているようで、莫迦に幸せそうに燥いでいたっけ。ああしんどいわ。頭のみ冴えている。どことも誰とも繋がらないこの命。ああ重いわ。持て余した自我。急いで夢の途中に戻して。起きていたくない。微熱を帯びた瞼が居直ると、現の世界は荒れ模様忌々しく。傘も携え用意周到だった。だのに濡れている自分。不幸なんだって。まあしんどいよ。しとどに泣く足。どこへも誰へも続いていないこの道。まあ酷いよ。踏み外した過去。行けども帰れども責められて失せてしまいたい。そう当座凌ぎに必死の人生。悲しくてもう耐えられない。ねえせめて愛されてみたかった。ひと度でも。どんな最期を迎えて死ぬんだろう。変わらず誰にも甘えず、ずっとひとりなら長いわ。高が知れた未来。短く切上げて消え去りたい。飲み込んで東京。
0,おばかさんなの私あの日別れた人今夜もまた逢えそな気がしてひとり待つ待つ　銀座よ悪い人でもいいのつらくされてもいい愛してもう一度　私を霧に泣く泣く　赤坂夢で終わった恋を今も探してるのあなたがいないまま灯りが消えてゆくゆく　青山恋を失くした日から影もうすいみたいひとりで踊ってもはかない夢が散る散る　新宿どこに行ったらいいの夜が更けゆく街私のため息が流れて霧になるなる　東京
0,死刑判決言い渡し聞いた場所を忘れたか産声は極刑の合図執行まで猶予はない手帳の予定調和して追うばかりの毎日か思い当たる当事者よ憂鬱な我が共犯者今日、最初で最後の忌日(X day)出会い頭の肖像は遺影に書いた戯曲の題名が遺言答えを遺す生存者は誰だ言い訳は通用しないのさ牙を剥いたら尊大の合図遠吠えは幼稚な証拠若い身空　青くても最果てに立った者勝ち今日、最初で最後の忌日(X day)別れしなの笑顔が遺影に咲いた話題の風合は遺言答えを正す機会(タイミング)なら今だ○(まある)くないと剌さらないよ小刀(ナイフ)のように尖ったその手口真綿で搦めとるのがオレの手口さあ、刺してみな　棘も花も受け容れよう欲しけりゃそこから何だって奪って行けよ誕生日から科された終身刑満了日まで磨く中枢神経産み出した綺羅星も全て幻消える定めの現(ウツツ)の罪滅ぼし
0,デジタルの示す文字があたしを疲れさせる髪も濡れたまゝ震えて居るのに開け放たれた窓は何を期待しているの受話器は沈黙を破ってはくれない何度も空耳のベルが鳴り身体を起こすけど無神経に朝は訪れる時が暴走する開け放たれた窓を閉めつつ外を覗く受話器は沈黙を破ってはくれない何度もうとうとと船に乗り悪夢に魘される許可無く月が白くなる時が暴走する何度もぐるぐる同じことが頭を巡るけど無神経に朝は訪れる時が暴走する
0,えゝい儘よ　恥ぢも棄て去らむあんた程の　男(をとこ)等居らぬ燃盛る様　爪　熔(と)けにけりあんただけは　奪はれたくないお願ひ　何處にも行かないでよねえ　後生だから傍に置いてよえゝい儘よ　髪　伸びにけりあんた故の　乙女心(をとめごころ)さ如何でも宜し　詰まる処はあんたの眼で　奪はれたのさお願ひ　誰にも云はないでよねえ　後生だから秘密にしてよどんな科白の効力に参つたつもりも無いわ女の私を信じたきや黙つて「ついて」来いえゝい儘よ　廻り諄(くど)いぞなもしこんなことにまう　口は使わぬ
0,"Thinking of sweetness, stuffed myself even moreAfraid it'd run out, had to get even moreDripping with honey, ran to store even moreGorging, got nauseous, vomited everywhereI thought that full was something betterDetestable is how it feelsWhy must this be？The honey used to taste delightfulWas it a poison actuallyThere to trap me？Am I cursed？ I've slighted no oneAnd I'm sure I know myselfThe best so something's not rightThis self is the only thing I loveTo hear, to smell, to see, to touchTo taste is irreplaceable, no less"
0,今日は　然様なら愛してゐる　大嫌ひ夕暮　泪雨懇(ねんごろ)　赤の他人見えてしまつたよ　慾を掌つた過去形まう罷めるよ　ほらすぐ此処に示して楽にしてあげる今日は　御休み前のめり　淑(しとやか)夕暮　波久礼雲苗床　赤の他人消えてしまつたよ　己を能(よ)く模した騒霊まう決めたよ　ほら災ひを起こして取り憑いてあげる見えてしまつたよ　美意識を孕(はら)むだ愛憎まう辭めたよ　ほら須く示して其処は天國
0,ねえ　MRI撮影して頂戴今日の史上最強に仕上がった自分完成しちゃうわねえ　BPM安定して頂戴今日の史上最高に奮い立った気分公開しちゃうわ文明の尺度以前のYES自然の指令に従うああ、あなたのその人生へわたしの人生みんな使うわ一寸待った邪魔しないでよそう易やすと奪わないでよどうしたらいいのねえ　GPS特定して頂戴今日の史上最低に落ち込んだ気分拡散しちゃうわ道徳が擁護しようとNO災害は回避し得ないああ、あなたが居ない人生はわたしの人生なんかじゃない何てこった受け入れらんない何も見えない何も聴こえないどうしたらいいの
0,泥棒猫呼ばわりか人聞きの悪い事を云うじゃあないか箆棒(べらぼう)め言い掛りよあのひとは春猫さ甘え上手勝手に舞い込んで来たものを不意に返せだなんて陽炎や蜃気楼(かいやぐら)の様に追えば　のがすもの泥棒猫呼ばわりもこの頃は好(い)い加減馴れちまいんした一通り言い掛りよあたしなら秋猫さ寒がり屋勝手に擦り寄って来たものは無理に追返せないわ不知火(しらぬい)や宵月に同じ何時も　さむいもの「全てを手に入れる女」と、云われちゃあ流石に白々しくなるなんてったって女と男の縁は切ったって切れないたぐいかどう足掻(あが)こうと切れる手合よあのひとが隠し事するならそれが罪業(ざいごう)じゃあないかなにが不幸か幸せかはだれもわかりんせん勝手に立ち去って行くものをなにも引き留めないわ連れてって焼いたり煮たりさあ、お気に召すまま
0,天上天下繋ぐ花火哉万代と刹那の出会ひ忘るまじ我らの夏を場違ひに冷え切つた体を人熱に放つて流し流され思へば遠くへ来たものだ人生なんて飽く気ないねまして若さはあつちう間今宵全員が魁、一枚目よ皆銘々取りゞの衣裳奔放な命を被ふ化粧隠すまじ我らは夏よ何か知ら落ち込むだ心は人熱彷徨つて流し流され思へば遠くへ来たものだ永遠なんて素気ないねほんの仮初めが好いね愈々宴も酣、本番です皆銘々選り取り全方位獰猛な命燃やす匂ひ臆すまじ我らは夏よ一寸女盛りを如何しやうこの侭ぢや行き場がない花盛り色盛り真盛りまだ丁度大輪の枝垂れ柳蘇るひと世の走馬灯逃すまじ我らの夏を一寸女盛りを如何しやうこの侭ぢやまだ終れない花盛り色盛り真盛りまだ
0,万歳(Hurray)！万歳(Hurray)！日本晴れ　列島草いきれ　天晴乾杯(Cheers)！乾杯(Cheers)！いざ出陣　我ら　時代の風雲児さいはて目指して持って来たものは唯(たった)一つこの地球上で　いちばん混じり気の無い気高い青何よりも熱く静かな炎さ鬨の声が聴こえている気忙しく祝福している今日までハレとケの往来に蓄えた財産をさあ使うとき爽快な気分だれも奪えないよ広大な宇宙繋がって行くんだ勝敗は多分そこで待っているそう　生命が裸になる場所でほんのつい先(さっき)考えて居たことがもう古くて少しも抑えて居らんないの身体まかせ　時を追い越せ何よりも速く確かに今を蹴って噫また不意に接近している淡い死の匂いでこの瞬間がなお一層　鮮明に映えている刻み込んでいる　あの世へ持って行くさ至上の人生　至上の絶景追い風が吹いている　もっと煽って唯(たった)今はこの地球上で　いちばん混じり気の無い我らの炎何よりもただ青く燃え盛るのさ
0,"Sah ein Knab ein Roslein stehn,Roslein auf der Heiden,War so jung und morgenschon,Lief er schnell, es nah zu sehn,Sahs mit vielen Freuden.Roslein, Roslein, Roslein rot,Roslein auf der Heiden.Knabe sprach:Ich breche dich,Roslein auf der Heiden!Roslein sprach:Ich steche dich,Dass du ewig denkst an mich,Und ich wills nicht leiden.Roslein, Roslein, Roslein rot,Roslein auf der Heiden.Und der wilde Knabe brach's Roslein auf der Heiden;Roslein wehrte sich und stach,Half ihr doch kein Weh und Ach,Musst es eben leiden.Roslein, Roslein, Roslein rot,Roslein auf der Heiden."
0,この密室を拵える要素は、大概が借り物で、自分もそう。降り込んだ雨の率直さは、自由と不自由とを、分け入る様。絶対戻れやしない。一体何処へ行こうか。考えるまい。環状線脱出したい。JCTは大渋滞。止まんないで。運んで行って。何処へでも。充電10％を切ったiPhoneよ、さあ。見限って、どうか。取り巻いた環境の全部が、決断を迫って技量を問う。責任能力を問うてくれ。立証出来やしまい。じゃ、自分は如何。一層忘れられたい。消えて無くなろうか。引返すまい。中央道突破したい、界隈の視界がない。焦んないで。落着いて行って。足が付いちゃう。No.の特定を急いだオービスよ、さあ。見逃して、どうか。訥々と鳴くワイパー、能弁な流行歌。差し障り合う。関係を断ち切りたい。一切を金輪際。焦れったいわ、面倒臭いわ、どうしようもない。ドライバー失格。運転出来ていないもん。要は自分さえも。ハザード。返そう。もう皆返そう。レンタカーならハイオク満タン現金で元通り。ああ、燃料0％を切った我が身は、何処へ返そうか。決して捜さないで。
0,今日も概念なんか設けないわどんな事件だって躱さないわ才能有能豪遊大脳官能行け最前線貴方の合図解明曖昧見舞い選びたい年頃もっと難題を私に出して「正解」たった今しか味わえない色が好いの…そうでしょうそうよ概念なんか要さないわ先天的楽観で息を吐いて吸うわ直感実感号泣速乾快感行け最前線私の感度証明曖昧見舞い分りたい年頃もっと本題で貴方を見せて「正解」たった今しか触られなくても良いの…どうでしょう貴方と私はもう出逢えている？知合えている？嗚呼最前線貴方の声もきっといつしか聴こえなくなるから現在の最大限を聴かせて「正解」たった今使い果たすために逢おうよ…ハロー
0,ドイツ色のタクシーなら新橋目指す　外苑東レスポールは　絶対　黒対向車線　快感ジャガー巧妙　自制　白血球片や妄想に生命を揺らし　消化した筈の汚物まで戻して失う噛んだ爪を吐いて捨てた四丁目は呑気過ぎる感情共　燃焼さすY染色　減少気味頽廃　裸体　安全圏既にもう女として生まれた才能は発揮しているのだけど脱がせて欲しい倦怠　虚勢　優等生もしも愛なんて呼んでいなくて信号と云う解答であなたを誘い出しても変わらないかな
0,赤飯を炊いて御祝いをせんで寧(むし)ろ汚(よご)して遠のいて行って肯定派呼んで毎回騒いで仲介企業と接待の祭典「いいえ　わたしは秀麗ばいそりゃ　ちかっぱ端麗たい真剣に尋いてくれんかいなだって走ると痛いっちゃもん」
0,空軍に入り察(check)・学(learn)・肌(color)飛んで降って大概若い衆酒乱なら酔って吐いて愛と云う既成の概念断っていい加減失せろハッタリ噛ます余裕を脱モラに投じろよ不幸自慢(fuck off“g”men)常時お前は被害者に模して喰って要は若い衆思うならヤッて出して屈折や冒涜に倚っ懸って芸と呼んで恰好善いお召し物にポーズ執(と)って演じりゃ良い不幸自慢(fuck off“g”men)いいたい、まあいいたいあたしは全然関係無いファックオフ　死ね
0,ラはラヂオのラおこしてよファッとにじむようなカンタータでラはランチのラたべたいよファッととけるようなたまごに‥‥どうしようかなドならドルチェのドですけれどもうあまいからランラララララランランチはこれにてごちそうさまBuono!ラ‥ララバイのラおどりたりないようたわないでテノールでラはソファミのラつかれていないよはずむようなきもちに‥‥どうしようかなドならドラマのドですけれどそうあまいからランラララララランランプだけけしていただきますGrazie!
0,今日あたりはたった一人“ランチに繰り出してみる”ことも“満員の地下鉄に乗る”も大事なことなんだと思えている衝撃の多い日々が「あたし」を置いてゆくみたいあなたの中の場所は執って居てね此れからずっと傍に居ても　大人に成って冬が来てもあたしを知りたいと思う気持ち　凍らせない様に気を付けて…少しは安心してみたい…愛していると云う台詞の真の意味を欲して居たけど共有した時間の中で何となく理解った気がしているルールなどは無い――「いまの季節に正直で居よう」是が二人に与えられた議題忙しくて逢えないときも　あなたを忘れているわけじゃないでも確信が必要ならば　言葉の代わりにキスをして…其の体温を感じて居たい…此れからずっと傍に居ても　大人に成って冬が来てもあたしを知りたいと思う気持ち　凍らせない様に気を付けて色々葛藤は有るんだけど　あたしの云いたいことを全て吐き出しちゃえば　エゴになるのだからいまちゃんと顔を見せて…只本当の愛をあげたい…
0,言いたいことを探し疲れて結果無駄口吐いてばかりどうせあたしの人生　語呂合わせなんだもんどうして価値に理由を付けてポーズを執(と)らされているのかなだって淀んだ水が薫るピアノなんだもんあんたは仕様が無いと云うし　現実にあたしも判らぬ泣いて惑う位なら　もう全部無かったことにしよう甲斐性が無く向かい風のみ専門に出来る雄じゃなくちゃどうせあたしの人生語呂合わせなんだもんチョーキングだけに支配されて変化する莫迦な女で宜(よろ)し云々で誤魔化して好(い)い加減に飛んで居たい何でも買ってあげるから　帰るだなんて巳(や)めなさい真の慈愛等恐らく　最初から欲しくなかった本当は全部大事である本当は全部ラピッシュであろう本当は全部真理である本当は全部トリックであろう
0,どうして　歴史の上に　言葉が生まれたのか太陽　酸素　海　風もう充分だった筈でしょう淋しいのはお互い様で正しく舐め合う傷は誰も何も　咎められない紐　解いて　生命に　擬う気紛れを　許して今更なんて思わずに急かしてよもっと中迄入ってあたしの衝動を　突き動かしてよ全部どうでもいいと云っていたい様な月の灯劣等感　カテゴライズそういうの　忘れてみましょう終わりにはどうせ独りだし此の際虚の真実を押し通して絶えてゆくのが良い鋭い其の目線が　好き約束は　要らないわ果たされないことなど　大嫌いなのずっと繋がれて　居たいわ朝が来ない窓辺を　求めているの
0,me olvide de todo
0,空よ山よ川よ故郷の海よわたしを還してくれ生を受けた歓び哀しみ骨身に浴びせて生きて死にたいお腹が空いて考えるさあ何を犠牲に満たそう喉が渇いて考えるさあ誰に恵んでもらおうどうにも差し出せる品が無いあなたもそうでしょ?嗚呼!労働するたび空虚が付き纏うこれも同じです等閑(なおざり)だよそうあなたもわたしも空いてる穴を求めては今日を彷徨う淋しくなって考えるさあ何処を理性に任そう夢が乾いて考えるさあ如何に凌いで癒そうどうにもラクをする技が無いあなたもそうでしょ?嗚呼!賞讃はヒトを孤独へ追い払う殺し文句は嫌い安直だよそうあなたとわたしが異なる偏旁(つくり)と云うのはとんだ間違い天才等という言葉が突き放す素知らぬ顔して冒涜だよそうあなたとわたしの何方が変り果てたかを問い質したい
0,もつと澤山(たくさん)逢いにゐらして下さい…さう口走つた君。僕は愛ほしく思ひ、大層動じたので、前髪の成す造形に神経を奪はれて、鍵(キイ)も持たず家を出たのです。斯くして、麗しき君の許へ超へていく想ひ、抑へました。「今日は電車で!」壱度乗り換へた頃、高まつていく時めきに負けさうになつてゐることに氣付き始めました。真実は最初で最後なのです…さう口走つた君。僕は思ひ出しつつ、聡明な生き方を鳥渡(ちょっと)真似たいと感じ颯爽と歩いては、キツと厳しい表情(かほ)をしたのです。君を笑はす為に、微笑むでゐやうと思ひ、鍛へました。「扉(ドーア)の前にて!」若しも、此の部屋も無く、連なつてゐる輝きがまやかしであらうとも僕に恐れなどはないです。君はひと足先に微笑むで、幻視を與(あた)へました。「こんな僕に!」徐(やを)ら、見境も無く慾しくなるまぼろしは孰(いづ)れ衰へても僕には美しく見えます。君だけに是を唄ひます。
0,(かわいいかわいいかわいい人。　ねえ教えて私はだれ私はだれ？だってあなたは私の鏡だもの。　とびきり美しい美しい美しい。ねえ教えて愛してる愛してる？　おお、私はあなたの鏡だった。かわいい人。)泣き虫で笑い虫。おまけに性急なあなた。お帰りなさい。大丈夫、ちゃんと事実ばかり見ている。穏やかで理性的。目利きで平等なあなた。おつかれさま。大丈夫、今日も人はそう評価したから。ああ、わかさっていやに敏感。恥すべき過去を枚挙して一(un)・二(deux)・三(trois)いとまがない。うらら。素顔をそっと拝ませて。私には、どこも隠さないで。ほら、脱いで剥いで見せて。裏表、すべてさらけ出しあそばせ。求めては諦めて大人になって来たあなた。お忘れなさい。大丈夫、ちゃんと時は過ぎていくから。ああ、老いていくって何て快感。持っていた手段を順に一・二・三捨てればいい。うらら。素顔を知って諾って。あるがままの欲に気が付いて。ほら、脱いで剥いで見せて差上げる。いつも答合せしましょう。(鏡よ鏡、この世で最も完璧に美しいのはだれ？)自らが最大級の謎。はあ面倒臭い。要らない。取り替えてよ。自我を交換して。そう私はあなたの、あなたは私の‥自己を形成して。もうお互いを鮮明に映すだけ。ほら、脱いで剥いだらさあどちらがどちらかを見紛うほどにまで、似通って来ている。
0,"Stuck inside between us, I have no doubtPrison walls would free us, got to break outDanger sleeps beside us, so what could you doLeave it open wide and steal awayRun free, come on with meJump on my backAnd feel the sweat drip downOur hearts are screaming outDon't turn away, it's time to liveSummertime for a day, each daySo it sits before us, and I can't get throughA great force is threatening the future youWe are two survivors, and we won't be longTime is living on here day to dayCome now, don't miss this timeThe summertime has nothing to forgiveJust dive in with your eyesDon't be ashamed, it's nothing newThe sky caught in the cloudsAs bright as blue light streaminginto our lives nowThe darkened clouds heave heavy lightas dark as brightThis is life, black and white, each dayCome look and see the dark it's sinking down into daySo come here and sit with meDon't say a wordJust let the world slip by through youOur hopeful noise, it only bindsIt only ties us into timeOh I just want to break out into youAnd run as free and hot as lifeAnd now I'm sure, we should go,Ready set, bye-bye"
0,"Are you hurting?Feel like dying?I wonderDo theatricsEase your pain orFeed a hungry soulHystericsOverreactionI wonderWhy my feelingsPlay supportingTo your leading roleI'm disillusioned by your waysYour prancing on a paper stageThe curtain call has comeFinal scene, you change your actAnd don a grownup stoic maskToo Late, bow, we're doneNo, please just goI've nothing more to saySo no, let it goThere's nothing left to sayA virtuoso on the stageYour every move exuded graceI was overcomeI recited lines by heartScripted by your flawless artI am much to blameForget these daysI won't play house againSo, forget this timeI'll keep my secrets mine"
0,洗い立ての黒い髪が馨(カヲ)って今にも飛んで行きそうカシス色に染まった爪潤んだ二人の粘膜みたい悪いけれど葡萄酒(ワイン)ならば自分の口唇ダイレクトでグラスよりも其の御口に注いで載きたいのだもの「始めませふ安易な位置づけ属隷(ゾクレイ)の興行(ショウ)簡単な選択(セレクション)わたしは今夜　唯　攻められたひ」類稀(タグイマレ)に理由もなく平伏(ヒレフ)すだけの場合が有るの近い様でも他人で在るそれ以外何も無い寂しさ「辱(ハズカシ)めて小粋な言葉で匂はす首強引な仕草で捩ぢ伏せて増歪(ディストーション)懸けたら揺蕩(タユタ)ふ布簡単な選択(セレクション)わたしは只現在あなたが依々」蜷色(ニナイロ)に埋もれども雑(マ)じり気なき身「辱(ハズカシ)めて小粋な言葉で匂はす首強引な仕草で捩ぢ伏せて増歪(ディストーション)懸けたら揺蕩(タユタ)ふ布簡単な選択(セレクション)わたしは只現在あなたが依々」あなたが依々あなたが依々
0,嵐が去ったあとの静けさ脅える良人は家内で大口夢を叶えたとしてあなたは生きていく食べよう拵えて美味しく話そう応えて易しくなにも無けりゃ無いでいい最初からまた作りなおすよ騒いだり近い人責めても迷える脱兎は戸外で失態夢を葬る勿れ　わたしは生きていく眠ろう愁えて宵闇信じよう期待は少なく飾ろう讃えて初花愛でよう名前は訊かずになにも云わず咲いている最初から立尽して居たよはだかが厭ならば情けないただやわはだが果敢なさやまだまだ頭は華奢じゃないなだらか我がまま真っさらStart to startIt's no less dangerousTime to turnNow is the moment of truthMe & You are getting on with our livesYou & I are feeling fate inlife from zero
0,報酬は入社後並行線で東京は愛せど何も無いリッケン620頂戴19万も持って居ない　御茶の水マーシャルの匂いで飛んじゃって大変さ毎晩絶頂に達して居るだけラット１つを商売道具にしているさそしたらベンジーが肺に映ってトリップ最近は銀座で警官ごっこ国境は越えても盛者必衰(じょうしゃひっすい)領収書を書いて頂戴税理士なんて就いて居ない　後楽園将来僧に成って結婚して欲しい毎晩寝具で遊戯するだけピザ屋の彼女になってみたいそしたらベンジー、あたしをグレッチで殴(ぶ)って 青　噛んで熟(い)って頂戴終電で帰るってば　池袋
0,"Playing cops and robbers 'neath Ginza signsAll who chance to prosper shall go blindWon't you buy me a Ric to playWhat I got ain't enough to payI'll play a riffPlug me into Marshall, I'll blow out your windowAnd trip my way up to eternal heightsRAT and I will lay down and shake out your eardrumsA hit of this distortion makes me high報酬は入社後平行線で東京は愛せど何も無い領収書を書いて頂戴税理士なんて付いて居ない　後楽園I'll rip into those robes and pursue the DharmaA Buddhist monk of my own would feel fineSelflessness and cessation get you NirvanaIt Kurt would beat my Gretsch, I think I'd fly将来憎に成って結婚して欲しい毎晩寝具で遊戯するだけピザ屋の彼女になってみたいそしたらベンジー、あたしをグレッチで殴ってI'm looking for a good way to flyI'm searching for a way you can't buyYou know I know a kickin' way to dieIt's rock and roll, martyrs keep the fans highStill floating, as time rolls by"
0,"Why this feeling, why this glowWhy the thrill when you say helloIt's strange and tender magic you doMr. Wonderful, that's youWhy this trembling when you speakWhy this joy when you touch my cheekI must tell you what my heart knows is trueMr. Wonderful, that's youAnd why this longing to know your charmsTo spend forever here in your armsOh there's much more I could sayBut the words keep slipping awayAnd i'm left with only one point of viewMr. Wonderful, that's youOne more thing, then i'm throughMr. Wonderful, Mr. WonderfulMr. Wonderful, I love you"
0,"I'll tell you gals howTo hoodwink a crowdOf liars, fat cats and thievesA poison-dart eyeAnd some quicksilver jiveMake all men weak in the kneesHavana, Caracas, Monaco nightsIstanbul, Rio and NiceWhen the night has been wonNo one knows till the sunIs rising on you in GreeceGong GongDr. Bow Tie quits on an aceA briefcase changes handsWhy do these cats think that they're safeI'm clandestine by my microphone「Oh 009, do try to be more careful this time.」When 009Takes his own sweet timeAnd botches all of our plansThe Agency chimesI'm called in to findWho took the briefcase and ranOld Souse seas, Canberra, Marrakech nightsBlue skies from Daker to NiceAll diabolic schemesUnravel with easeWhen you can scat your commandsBomb BombDr. Bow Tie makes for the doorI light a short fuse on my signShe's a landmine draped in DiorA fine disguise, this live microphone「マイクを前にして、わたしは眼(まなこ)を光らせる。誰も気付かぬ間に多くを知りたいの。だって…人生は一度きり。わたしなら、狙った獲物は逃さない。」Bye ByeDr. Bow Tie sullies his pantsFoiled by my switcherooUnsuspecting of quicksilver jazzMesmerized by my microphoneGrecian sun is simply divineWith a briefcase at my sideGo fetch me a cocktail, dearWhat shall we do with you, 009!「You're insufferable, 009. I will not allow suchsloppy execution next time.」"
0,「ねえ一層遠く知らない街に隠居して沈黙しませぬこと？こんな日々には厭きたのさ　ねえだうぞ攫(さら)つて行つて」逃げ延びて水密桃(すいみつとう)に未練砂みたいな意識と云ふ次元で逃げ延びた暑さよ何邊(いずこ)へ　揺れが生じ其の儘　怠惰に委ねた　最後の青さまう還らないと知つた温度も超へられぬ夜の恐怖色境界に澱むでゐた決心の甘さたうに喪(うしな)つた岸壁打つは　引いてくれぬ後悔と濤(なみ)の色待ち侘びて凍る馨(か)は混凝土(コンクリイト)砂みたいな意識と云ふ器官で待ち侘びた寒さよ何邊へ　揺れに動じ此の儘　愛情に模した　修正ペンの白さ現状を必死で繕つては　剥いだ素肌に恐怖色傍観に徹してゐた感慨の淡さたうに喪つた雷雨仰ぐは泣いてくれぬ残忍な雲の色最後の青さもう還らないと知つた温度も　超へられぬ夜の恐怖色境界に澱むでゐた決心の甘さたうに喪(うしな)つた岸壁打つは　引いてくれぬ後悔と濤(なみ)の色
0,あたしがこんなメロディを口ずさむのはさてどうしてでしょう?ねぇ、じっくり考えてみてあたしがこんな言葉を口走るのはさてどうしてでしょう?ねぇ、ちょっぴり考えてみて何処迄　堕ちて行っちゃうの此の身体は灰色に遠くなる遠くなる空其の日は確かに地面が音も立てずあたしの歩みを妨げ揺れて居たあたしがこんな涙を流して居るのはさてどうしてでしょう?ねぇ、さっぱり考えてみて何処迄　堕ちて行っちゃうの此の身体は灰色に遠くなる遠くなる空其の日は確かに地面が容赦すらせず車の暴走を受け入れ騒いで居た
0,橙色は止まらない黄色を探して乗り込めお前はきっとナイフを使う僕に恐怖を覚える蔑んでくれ僕は何処迄も真摯なのだ“至って普通さ”いま群れ為す背中お前が僕よりイッちゃっているのだ狂っているーそうだろう?意識は希望に素直じゃあない回避するなんて止めておけお前の弁護をしているマシンをぶっ壊してあげるよ引き攣ってくれ僕は此処でお前に云うのだ“愛しているさ”いま赤く染めたお前が僕よりイッちゃっているのだ狂っているーそうだろう?嗚呼…美しい予感・眼に映る全て・儚き事象要らぬ もう 要らぬ嗚呼…蔑んでくれ僕は何処迄も真摯なのだ“至って普通さ”いま群れ為す背中お前が僕よりイッちゃっているのだ狂っているーそうだろう?嗚呼…引き攣ってくれ僕は此処でお前に云うのだ”愛しているさ”いま赤く染めたお前が僕よりイッちゃっているのだ狂っているーそうだろう?嗚呼…嗚呼…
0,"More than the greatest loveThe world has knownThis is the love I'll give to you aloneMore than the simple wordsI try to sayI only live to love you more each dayMore than you'll ever knowMy arms long to hold you soMy life will be in your keepingWaking, sleeping, laughing, weepingLonger than always is a long, long timeBut far beyond forever you'll be mineI know I've never lived beforeAnd my heart is very sureNo one else could love you more"
